link,categories,date_published,date_modified,headline,short_description,full_description
www.thedailystar.net/top-news/news/elections-jatiya-party-start-selling-nomination-forms-tomorrow-1950089,Top News,2020-08-24T16:46:13+06:00,2020-08-24T16:46:13+06:00,By-elections: Jatiya Party to start selling nomination forms from tomorrow,"Jatiya Party will start selling nomination forms among the party’s prospective candidates for the upcoming by-elections of Naogaon-6, Dhaka-5 and Pabna-4 from tomorrow

","Jatiya Party will start selling nomination forms among the party's prospective candidates for the upcoming by-elections of Naogaon-6, Dhaka-5 and Pabna-4 from tomorrow.
The constituencies fell vacant following the demise of respective MPs of those constituencies.
Nomination forms will be sold daily from 10:00am to 5:00pm from the party chairperson's office at Dhaka's Banani area.
Prospective candidates have been requested to collect the nomination forms following health guidelines and without forming crowds. Nomination forms will be accepted till August 29.
Interview of prospective candidates will be taken at the Jatiya Party Chairman's office from August 31, the party said in a release.
Meanwhile, Jatiya Party Chairman GM Quader today said as a democratic party, JP will participate in all the elections.
""We have already started working to finalise strong candidates to contest in the upcoming by-elections,"" GM Quader said while planting trees at the Jatiya Sangsad premises on the occasion of Mujib Borsho, birth centenary of Bangabandhu Sheikh Mujibur Rahman.
GM Quader, also deputy leader of the opposition, said in every by-election, JP will contest as a strong political force.
JP co-chairmen Kazi Feroz Rashid, Mujibul Haque Chunnu, Salma Islam, presidium members Fakhrul Imam, Maj (retd) Rana Mohammad Sohel, among others, were present at the programme."
www.thedailystar.net/world/news/13-dead-crush-peru-party-raided-over-coronavirus-violations-1949965,World,2020-08-24T10:14:24+06:00,2020-08-24T10:14:24+06:00,13 dead in crush at Peru party raided over coronavirus violations,"At least 13 young people suffocated in a crush during a raid on a nightclub in Peru's capital, where a party was being held in violation of a coronavirus ban on large gatherings, police and press reports said.
","At least 13 young people suffocated in a crush during a raid on a nightclub in Peru's capital, where a party was being held in violation of a coronavirus ban on large gatherings, police and press reports said.
""After a police operation in a discotheque in the Los Olivos neighborhood, 13 people have died,"" Peruvian police chief General Orlando Velasco told RPP radio.
Twenty-three people were arrested for taking part in what health officials said could be a mass-spreader event; 15 of them later tested positive for the coronavirus, police said.
Latin America has been badly hit by the pandemic, and Peruvian officials this month reimposed stricter curbs on movement and large gatherings.
Peru is the third-hardest-hit country in the region -- after Brazil and Mexico -- registering 27,453 deaths from the virus since March.
 -Police tactics disputed -
The illegal birthday party on Saturday was organized on social media and drew a crowd of around 120, most of them in their 20s or 30s, to a licensed nightclub called the Thomas Restobar, the interior ministry said in a statement.
""Faced with the police operation, which did not use any type of weapon or tear gas, those attending the party tried to escape through the single exit, trampling each other and getting trapped in the stairway,"" the ministry said.
The police action, an hour before a nighttime curfew was to take effect, was triggered when neighbors called police to complain about the illegal gathering.
However, some who were at the party or who live near the nightclub disputed the ministry's version of events.
""It appears that police entered and threw tear gas canisters at them, and boxed them in,"" one local resident told RPP.
- No money for a burial -
The dead included 12 women and one man, according to Women's Minister Rosario Sasieta, who traveled to the scene before visiting with survivors in a hospital.
""It should never have happened. We are in a pandemic, in a health emergency. I am calling for the maximum punishment possible for the nightclub owners,"" she told RPP.
Peruvian law calls for fines of about $110 and potential jail sentences for those who violate the virus-related restrictions.
Family members traveled to the Lima morgue to identify their loved ones.
""I found out that my daughter died, asphyxiated, this morning,"" Gregoria Velasquez, mother of 26-year-old Maryori Salcedo Velasquez, told the America Television channel. ""I don't have money to bury her.""
Another devastated young woman, who did not give her name, told reporters: ""If I'm still alive, God knows why. My partner who was with me died in my arms.""
Six people, including three police officers and three civilians, were injured, the interior ministry said.
It said authorities are trying to identify the party organizers and the owners of the club.
Witnesses said the incident began when police officers entered the club and ordered women to leave first.
Panic ensued when several men, fearing arrest, rushed toward a lone exit door, trampling several women blocked near the exit.
Peru, with a population of 33 million, has recorded 585,000 coronavirus cases. This month the country reimposed a Sunday curfew in response to the rising number of infections.
A nighttime curfew has been in place since March 16 while the borders are closed and school classes have been suspended for the rest of the year."
www.thedailystar.net/world/south-asia/news/sonia-gandhi-offers-quit-congress-interim-president-1950033,"World, South Asia",2020-08-24T14:31:54+06:00,2020-08-24T14:31:54+06:00,Sonia Gandhi offers to quit as Congress interim president,Congress’ interim President Sonia Gandhi today offered to quit and asked the party’s top decision-making body to start the process of looking for her replacement following a demand by more than 20 senior leaders for leadership change.,"Congress' interim President Sonia Gandhi today offered to quit and asked the party's top decision-making body to start the process of looking for her replacement following a demand by more than 20 senior leaders for leadership change.
Sonia handed over a note expressing her desire to step down as party chief to the party's senior leader KC Venugopal, sources said.
In the note read out at a meeting of the Congress Working Committee (CWC) in New Delhi, 73-year-old Sonia called for a start of the process to select a new party chief, the sources said.
Sonia's desire to resign as the party's interim chief came with reference to a letter by the senior leaders including Ghulam Nabi Azad, Shashi Tharoor, Anand Sharma and Kapil Sibal, our New Delhi correspondent reports.
The senior leaders went to the extent of questioning the current CWC's ability to guide the party in the fight against Bharatiya Janata Party (BJP).
Ironically, at least three of the leaders are part of the CWC -- Ghulam Nabi Azad, Anand Sharma and Mukul Wasnik.
The 20 pro-leadership change leaders also said the Congress has failed to conduct an honest introspection of its losses in 2014 and 2019 parliamentary polls and that the uncertainty over leadership has demoralised party workers.
Ahead of today's meeting, several Congress chief ministers led the calls for Sonia to stay on until Rahul Gandhi takes charge.
Almost all Lok Sabha lawmakers of the party have written to Sonia expressing solidarity and urging her to continue in her post or install Rahul Gandhi.
The Congress is clearly divided on the leadership issue with a section demanding collective leadership and another reposing faith in the Gandhi family.
The 20 party leaders wrote to Sonia demanding a full-time, visible president and overhauling of the organisational structure including elections to the CWC and reconstitution of the party's parliamentary board.
This is the second challenge to Sonia Gandhi's leadership after the one in 1999 when the then leader of opposition in Lok Sabha Sharad Pawar had questioned it for her Italian origin in order to keep her from being named the party's prime ministerial face in the general elections that year.
Sonia had resigned from the CWC in 1999 but the party's highest decision-making forum unanimously rejected her move bringing her back as the party president. Sonia then went on to become the longest-serving Congress president and Pawar and rebels quit to form Nationalist Congress Party."
www.thedailystar.net/backpage/news/uae-denies-entry-68-bangladeshi-migrants-1946689,Back Page,2020-08-18T00:00:00+06:00,2020-08-18T00:00:00+06:00,UAE denies entry to 68 Bangladeshi migrants,"Some 68 Bangladeshi expatriates were sent back home from Abu Dhabi International Airport yesterday after they allegedly failed to meet necessary conditions for their immigration clearance.  

","Some 68 Bangladeshi expatriates were sent back home from Abu Dhabi International Airport yesterday after they allegedly failed to meet necessary conditions for their immigration clearance.  
Officials at Hazrat Shahjalal International Airport in Dhaka said the expatriates flew back in a Biman Bangladesh Airlines flight in the morning.
Of the 68 passengers, six flew from Bangladesh the previous night and the rest travelled to Abu Dhabi on Friday, he added.
An official of Prabashi Kalyan Desk at the airport said he talked to several passengers after their return and they mentioned different reasons for not getting their immigration clearance.
One returnee said he was refused because he travelled to the UAE without his required re-entry permit, said the official.
Another passenger said he wanted to go to Dubai after entering the UAE through the Abu Dhabi airport. But the authorities refused him immigration clearance, he added.
The official said the expatriates were returning to the UAE after their vacation ended.
Sheikh Bahar, a migrant worker from Feni, told The Daily Star that he travelled to Abu Dhabi airport in a Biman flight on Friday. He was refused immigration clearance because he did not have the online re-entry permit that he was supposed to carry with him from Bangladesh.
Bahar, who had been in the UAE for the last 10 years, said he filled out the online form on August 6, but did not get the reply confirming his re-entry permit in time.
On the other hand, he was in a hurry to enter the country as he was supposed to join his work after his vacation ended on August 14, he said, adding that he came to Bangladesh in March this year and was stranded amid the coronavirus pandemic.
Bahar also said as per the requirement, he underwent Covid-19 tests at a government-approved lab in Bangladesh and also at the Abu Dhabi airport.
He urged the authorities concerned to take effective steps to end his plight.
Contacted, Tahera Khandker, deputy general manager (public relations) of Biman, confirmed that some expatriates returned home from the Gulf state yesterday.
The flight carried more than 200 passengers, the Biman official told this newspaper over the phone.
As per a Biman notice issued on July 29, passengers who will travel to Dubai and Abu Dhabi from Bangladesh have to obtain Covid-19 negative certificates from the approved labs valid for 72 hours before their departure.
Biman, the national flag carrier, resumed its scheduled commercial flight operations to Abu Dhabi and Dubai last month after commercial flights on the routes were suspended in March amid the pandemic.
The UAE is home to several lakh Bangladeshi migrant workers. Many of them came home on vacation and later remained stranded due to flight suspensions amid the pandemic.
After an inter-ministerial meeting held virtually yesterday, Expatriates' Welfare Minister Imran Ahmad said measures would be taken for sending the expatriate Bangladeshis who were sent back from the Abu Dhabi airport after the Civil Aviation Authority of Bangladesh submits a report, said a ministry press release.
The Caab has been asked to submit a report to the civil aviation and tourism ministry within the next five working days after probing the return of the expatriate workers in Biman and Air Arabia flights, he said.
The expatriates will be sent again in flights of the related airlines or under government arrangement, he added."
www.thedailystar.net/business/news/kamal-lets-rips-cpd-questioning-gdp-figure-1946833,Business,2020-08-18T00:00:00+06:00,2020-08-18T00:00:00+06:00,Kamal lets rip at CPD for questioning GDP figure,"Finance Minister AHM Mustafa Kamal yesterday ripped into the observations of the Centre for Policy Dialogue (CPD) about the country’s economic growth for the just-concluded fiscal year.

","Finance Minister AHM Mustafa Kamal yesterday ripped into the observations of the Centre for Policy Dialogue (CPD) about the country's economic growth for the just-concluded fiscal year.
""The CPD guesstimates,"" he said, at a virtual meeting with income tax officials.
On Sunday, the CPD raised questions over the economic growth figure of 5.24 per cent estimated by the Bangladesh Bureau of Statistics (BBS) for fiscal 2019-20.
The obvious repercussions of the pandemic on the economy were not adequately reflected in the provisional GDP growth estimate released by the statistical agency last week, the think-tank said in its review.
Economic growth figures are used as a tool to gain leverage in politics, said CPD Executive Director Fahmida Khatun at a virtual press briefing on Sunday.
But Kamal said: ""We did not say that we have achieved 8.2 per cent GDP growth; we said that we achieved 5.2 per cent growth based on data, not based on assumption.""
""CPD could have raised questions had we said that we achieved 8.2 per cent growth rate. The whole world believes the figures we come up with. CPD may not believe the figures,"" he added.
The BBS estimate beat forecasts by the Washington-based multilateral lenders World Bank and International Monetary Fund that the economy would grow between 1.6 per cent and 3.8 per cent in fiscal 2019-20 for the pandemic-whiplash.
The Asian Development Bank said the Bangladesh economy would expand at 4.5 per cent while the CPD earlier projected that the GDP growth would be no more than 2.5 per cent.
""You can realise whether the economy is growing or not just by looking at rivers, canals, roads, industries and the rural economy. You don't need mathematics for this,"" Kamal said.
The economic figures are given based on two things: one is an assumption and the other is based on data. The BBS presents figures on various economic sectors based on data, Kamal said. Whenever a budget is around, CPD makes observations and this has been going on for a decade.
""We are the raw materials for the CPD. CPD is engaged in commerce based on the data we provide. It is their business and it is an easy business. However, whenever we said something, it turned out to be true in the end.""
The finance minister alleged that CPD does not see power plants, mega projects and revenue generation.
The revenue generated in the last fiscal year almost the same as in the previous year, Kamal said. 
""Fiscal 2018-19 was normal. But we faced huge challenges last fiscal year. But the revenue generation fell short by only Tk 5,000 crore from what we achieved in fiscal 2018-19. This shows how much GDP growth the country posted.""
Revenue collection in fiscal 2019-20 dropped 2.26 per cent to Tk 218,406 crore because of the two-and-half-month-long countrywide general shutdown. This was the first-ever negative growth in Bangladesh's history.
At the meeting, Kamal decided to sit with income tax officials every quarter to take the stock of collections.
The meeting would see whether revenue generation is on track. If any problem is noticed and it appears that a task needs to be done, the issues would be resolved immediately, he said.
The tax administration has undertaken a raft of measures to accelerate revenue generation, said NBR Chairman Abu Hena Md Rahmatul Muneem.
""NBR is working on automation to stop tax dodging. We may not get results from the automation overnight, but we will get positive results.""
On 25 August, NBR will roll out the much-talked electronic fiscal devices (EFDs) as part of its effort to curb evasion of value-added tax paid by customers while purchasing goods and services.
The revenue collector aims to install 100 EFDs on a pilot basis initially at businesses in Dhaka and Chattogram.
Various economic indicators in July signalled that the revenue collection target set for the current fiscal year would be achieved, Kamal said.
NBR collected Tk 12,334 crore in July against the target of Tk 19,378 crore.
Income tax brought in Tk 3,735 crore, nearly half of the Tk 7,732-crore target set for the first month of the fiscal year.
Receipts from income tax were the only positive thing in the last fiscal year: it was up 0.14 per cent at Tk 73,004 crore. 
NBR would appoint officials to intensify revenue generation, said Muneem, adding that a project is being initiated to set up income tax offices in all upazilas and growth centres.
There are at least 4 crore people in the country who could pay taxes, as per NBR's estimates. It has about 40 lakh registered taxpayers but 22 lakh submitted returns in fiscal 2018-19.
""The efforts to bring the rest of the people under the tax network would continue,"" Muneem said."
www.thedailystar.net/opinion/news/regional-economic-programme-vital-afghan-peace-1949213,Opinion,2020-08-23T00:00:00+06:00,2020-08-23T00:00:00+06:00,Regional economic programme vital for Afghan Peace,Achieving peace in Afghanistan is a strenuous and complex task due to the overlapping interests of many that have turned the country to the forefront for geopolitical rivalries.  ,"Achieving peace in Afghanistan is a strenuous and complex task due to the overlapping interests of many that have turned the country to the forefront for geopolitical rivalries.  
The consensus of regional countries involved both directly and indirectly in the conflict is essential to achieving enduring peace. Anything less will only transfer the conflict to different parties resulting in the continuation of the war. While addressing the various conflicting views may be difficult if not impossible, the economic impact of Covid-19 has created a common ground for regional players to work together for direly needed economic recovery and growth. It may be time to transform the economic pressure into an opportunity for economic cooperation and regional integration that can have a boosting effect on the Afghan peace process. 
The sudden spread of Covid-19 caught policymakers off-guard, making it difficult for some central and south Asian countries to develop a well-thought strategy for combating the backbreaking economic impact of the virus. These countries who were already experiencing economic and financial challenges further slipped to the verge of deep recessions. Pakistan's rising public debt of 87.5 percent of GDP, inflation of 11.8 percent, a contracting economy with a projected growth of only 2 percent in 2021, a growing population whose 24.3 percent live under the poverty line and several other worsening economic indicators, reported by the World Bank, signifies the need for urgent action. Similarly, Iran who has been hit hard both by Covid-19 and US economic sanctions and India's slowing economic growth and increasing demand for energy necessitates the need for growth-oriented policies and strategies. Energy-rich central Asian countries, whose economies have not grown much since their independence from the Soviet Union, are struggling to liberalise their commodity-based economies, develop soft infrastructure, connect, and begin expanding their economies.
It is beyond doubt that economic integration and enhanced connectivity of south and central Asia can result in propitious economic conditions and favourable opportunities for all countries of the region. Enhanced regional connectivity that has been weak or non-existent due to the long war in Afghanistan is essential for realising potential economic benefits. The current situation may be an opportunity to focus on connectivity and, thus, secure cooperation in peace effort through an economic programme. The programme could connect Pakistan, India, Tajikistan, Uzbekistan, Turkmenistan, Kazakhstan, and Kyrgyzstan through large transnational projects. Afghanistan, due to its geographical location, can play a key role in such connectivity by providing safe routes for trade and other economic exchanges. This will induce cooperation in peace efforts in Afghanistan as the success of the programme will depend on stability there.
As Afghan peace effort progresses, a concurrent multinational regional economic programme, supported by multilateral development agencies with investment contributions from the countries involved, that includes energy, transportation, and trade projects will result in regional integration, enhanced trade, and investment opportunities. A programme that includes transnational projects similar to CASA 100 that transfers energy from central Asia to Pakistan and India through Afghanistan will deflect the focus of the region from conflict to collaboration.  Pressured by deteriorating economies and demand for action by its citizens, such a programme will compel regional players to cooperate who, otherwise, may oppose each other in Afghan matters. The programme could provide a framework for economic connectivity, fostering cross-nation cooperation that will not only have a positive impact on the peace process in Afghanistan but could be instrumental in sustaining it.
Besides, sustaining endured peace inside Afghanistan is not possible if the population, including Taliban fighters, are not provided with a livelihood alternative. Taliban gained strength over the years, not because of their religious views but due to the availability of a large destitute and deprived pool of rural population, who did not benefit from the billions of dollars the world poured into the country. Living in meagre and lawless conditions with no alternatives to livelihood, many joined fighting groups to simply survive. According to the World Bank's new projections, over 71 percent of Afghans will fall below the poverty line this year. Access to a proper justice system, schooling, and effective governance is either very limited or does not exist, creating a perfect recruiting pool of people for terrorist and government-apposed groups. US-Taliban peace agreement and a possible Afghan government and Taliban peace deal will only translate into long-term stability and sustained peace if Taliban fighters and the poverty-stricken population are provided with economic opportunities enabling them to earn a livelihood for their families. The regional economic programme could provide livelihood opportunities for Afghans once multinational projects are implemented.
The peace agreement between the Taliban, the US, and the Afghan government will not lead to stability in Afghanistan unless all regional countries and groups reach an understanding. The worsening economic conditions of the region due to Covid-19 and the growing need for recovery and economic growth may be an opportunity to attain consensus by converging the regional countries into an economic programme. A conducive multinational regional economic programme that focuses on economic integration and development, supported by multilateral development agencies will deviate attention from war to economic development in the region, having a fortifying effect on sustained peace in Afghanistan.
 
Gul Maqsood Sabit teaches business at Ohlone College of Fremont, California, USA. Formerly he was Deputy Minister of Finance for the Afghanistan government and President and CEO of Pashtany Bank, a state-owned bank in Afghanistan.
Email: gsabit@gmail.com"
www.thedailystar.net/frontpage/news/city-buildings-breeding-aedes-1950285,Front Page,2020-08-25T00:00:00+06:00,2020-08-25T00:00:00+06:00,City buildings breeding Aedes,"Multi-storied buildings in the capital are the most common breeding ground for Aedes mosquitoes -- carriers of both dengue and chikungunya viruses -- followed by the buildings under construction.

","Multi-storied buildings in the capital are the most common breeding ground for Aedes mosquitoes -- carriers of both dengue and chikungunya viruses -- followed by the buildings under construction.
A survey conducted by the Directorate General of Health Services (DGHS) during the monsoon has revealed that 51.34 percent of the spots, where Aedes larvae have been detected, were in multistoried buildings while 20.32 percent spots were in under-construction buildings.
Among others, 12.83 percent were in slum areas, 12.57 percent in individual buildings and 2.94 percent in abandoned lands.
The survey was conducted at 2,999 houses in 100 areas -- 41 in Dhaka North City Corporation (DNCC) and 59 in Dhaka South City Corporation (DSCC) -- from July 19 to July 28. It detected Aedes larvae in 374 houses.
Experts urged the two city corporations and its residents to take necessary steps against Aedes as it spreads most rapidly during August and September.
According to the survey, the highest Breteau Index (BI) of 43.3 was measured in Kallyanpur, Paikpara and Mid Paikpara under ward-11 of DNCC.
A BI of 40 was found in Khilkhet, Kuril and Nikunja areas under ward-17 of DNCC and Mirhajirbagh, Dholaipar and Gandaria under ward-51 of DSCC.
Breteau Index (BI) is defined as the number of mosquito positive containers found in every 100 houses inspected in a given area. BI of an area over 20 means the area very risky for dengue virus.
Among the positive containers, 15.6 percent were flooded floor, 12.17 percent plastic drum, 9 percent plastic buckets, discarded tiers 8.52 percent, tray and flower tab 8.27 percent, water tank 6.08 percent, clay pot 5.11 percent, plastic bottle 3.65 percent, buckets of tin 3.16 percent and plastic mug 2.92 percent.
On the other hand, House Index (HI) is used as an indicator to measure the risk of contracting vector-borne diseases in a particular area. The situation is considered 'hazardous' if Aedes larvae or pupa are present in five or more houses out of every 100 in an area.
Though BI is comparatively low this year compared to the monsoon survey in 2018 and 2019, HI has remained almost the same, which indicates that the number of positive houses has not reduced, said Entomologist of Jahangirnagar University Kabirul Bashar.
He said as people have become aware, they destroyed many breeding sources, but their efforts were not up to the mark.
LGRD minister Md Tazul Islam told the Daily Star that they have taken various steps through two Dhaka city corporations to control the Aedes mosquitoes and this is why the number of cases was still very low.
He said the anti-mosquito drives have been going on by dividing different areas into zones and sub-zon es.
The minister said mobile courts are also to be formed to conduct drives against Aedes mosquitoes.
INITIATIVES OF TWO CITY CORPORATIONS
DNCC has conducted a combing operation from August 8 to August 20. This is the fourth combing operation it has carried out this year.
In the last three operations, DNCC found Aedes mosquito larvae at 2,686 houses after visiting 2,74,576 houses, said an official of DNCC.
The mobile courts have realised Tk 48,12,510 from the owners of the houses where the larvae were found.
DSCC has launched a year-long master plan in June this year to prevent the mosquito menace, said a DSCC official. 
It started a mobile court drive from August 16 to control Aedes mosquitoes.
According to DGHS data, a total of 389 dengue cases were reported with one death till August 16, of which 73 were outside Dhaka."
www.thedailystar.net/frontpage/news/online-news-portals-exclusion-leading-dailies-list-surprising-1950293,Front Page,2020-08-25T00:00:00+06:00,2020-08-25T00:00:00+06:00,Online News Portals: Exclusion of leading dailies from list surprising,The Editors’ Council yesterday expressed surprise over the exclusion of leading newspapers from the government list of online news portals.,"The Editors' Council yesterday expressed surprise over the exclusion of leading newspapers from the government list of online news portals.
""The country's television channels do not require any separate government approval for publishing news online. The same rules should be applied for newspapers as well because those are published with government approval just like the television channels. Such a decision was made at a joint meeting of the information ministry and the organisations concerned,"" the Council said in a statement. 
Referring to the government decision that newspapers have to get separate approval for publishing news online, the Council urged the government to find a logical solution.
Naem Nizam, the editor of daily Bangladesh Pratidin, signed the statement on behalf of the Editors' Council.
""A list of 34 news portals was published in the first phase of registration of online news portals. We noticed with surprise that the names of the country's widely-circulated and reputed newspapers were not on the list,"" the statement reads.
""It is noticed with great concern that incidents of harassment and filing cases against journalists across the country have increased at an alarming rate. And the Digital Security Act is being used purposefully for this. We strongly protest it.
""There is no safeguard for newspapers and journalists. We think it is very urgent to bring necessary amendments to the law,"" it noted.
The statement further mentioned that the newspaper industry is facing an uncertain future across the globe amid the coronavirus pandemic.
""The newspaper industry in Bangladesh is facing the same situation. The number of readers as well as the circulation of newspapers has dropped. Advertisements have declined alarmingly.
""The newspapers in the country have never faced such a situation before. We have continued publications despite all the obstacles.
""But the newspaper industry has not received any substantial assistance and cooperation from the government... It is deprived of the government support that profit-making industries have received. The newspapers placed their demands before the ministries concerned at different times. But sadly the government has never taken those demands into account…
""Amid the pandemic, journalists are risking their lives to serve the people. They have to work in the face of threats and intimidation. News organisations and journalists are being forced to maintain self-censorship, which creates obstacles to building healthy administrative and social systems,"" it added."
www.thedailystar.net/frontpage/news/govt-start-antigen-testing-1950269,Front Page,2020-08-25T00:00:00+06:00,2020-08-25T00:00:00+06:00,Govt to start antigen testing,"Health Minister Zahid Maleque yesterday said the government was going to take an initiative to start antigen rapid testing in public Covid-19 labs to diagnose the coronavirus.

","Health Minister Zahid Maleque yesterday said the government was going to take an initiative to start antigen rapid testing in public Covid-19 labs to diagnose the coronavirus.
He was addressing an event marking the handover of medical equipment, a donation from the Taiwan External Trade Development Centre, to the Bangladesh government to fight novel coronavirus outbreak.
""Three types of tests are conducted for diagnosing coronavirus. These are PCR test, antigen test and the rapid antibody test. The government has no plan for now to conduct antibody test. Initiatives are being taken to carry out antigen test alongside the PCR test only at government laboratories,"" the minister told the programme at the secretariat.
Zahid said all government departments related to Covid-19 were active in bringing vaccines to the country. Prime Minister Sheikh Hasina would make a right decision at the right time after scrutinising the quality of the vaccines, he added.
On June 3, the National Technical Advisory Committee on Covid-19 had recommended introducing the antigen rapid testing in the country. Many health experts have been stressing for months on using both antigen and antibody rapid tests to ease the pressure on pathology service.
Rapid diagnostic tests (RDTs) are easy-to-use paper tests to facilitate testing outside of laboratory settings. The results of the tests are available within a short time ranging from a few minutes to half an hour.
Meanwhile, 42 more people died from novel coronavirus in 24 hours till 8:30am yesterday, according to a press release of the Directorate General of Health Services.
With this, the death toll from the virus in the country rose to 3,983. The death rate was 1.34 percent.
During the same 24-hour period, as many as 13,382 samples were tested in 91 laboratories across the country and 2,485 of them tested positive for the virus with a positivity rate of 18.57 percent.
The overall positivity rate in the country now stands at 20.40 percent with 297,083 confirmed Covid-19 cases till 8:30am yesterday.
The DGHS release said 3,784 patients recovered from the virus infection during the 24-hour period. With them, the overall recovery rate crossed 61 percent (61.56).
Of the latest deceased, 31 were males and 11 females. Thirty-eight of them died at hospital and four at home.
Two of the dead were aged between 31 and 40, nine between 41 and 50, 12 between 51 and 60 while 19 were aged over 60."
www.thedailystar.net/business/news/only-one-insurer-goes-public-finance-ministers-warning-last-year-1950585,Business,2020-08-25T00:00:00+06:00,2020-08-25T00:00:00+06:00,Only one insurer goes public since finance minister’s warning last year,"Only one out of the 28 non-listed insurance companies offloaded shares even though Finance Minister AHM Mustafa Kamal in September last year warned that their licences will be cancelled if they fail to go public within three months.

","Only one out of the 28 non-listed insurance companies offloaded shares even though Finance Minister AHM Mustafa Kamal in September last year warned that their licences will be cancelled if they fail to go public within three months.
The Bangladesh Securities and Exchange Commission (BSEC) in February approved the initial public offering of Express Insurance, a non-life insurer that raised Tk 26.7 crore from the capital market.
""Some other companies are also trying to get listed. You may see them in the market soon,"" said Sheikh Kabir Hossain, president of the Bangladesh Insurance Association.
The process has been delayed as the coronavirus pandemic has thrown a spanner in the works, he added.
On its debut on the Dhaka Stock Exchange yesterday, Express Insurance's stock soared 50 per cent to Tk 15 and turnover hit Tk 13 lakh.
However, questions surfaced over its intention of raising funds as the company will utilise the IPO proceeds as deposits for bank fixed deposit receipts and investment in the stock market.
The insurer will invest Tk 20.6 crore in FDR and treasury bonds, Tk 4 crore in the capital market and spend the rest on IPO expenses.
""That means the company didn't need capital at all. It went public only to do the bidding of the minister. If they invest the IPO money in FDR and stock market, why should people go to them rather than asset management companies?"" said a top official of a merchant bank asking not to be named.
This type of companies run the risk of turning into junk shares eventually, the official added.
The company's IPO subscription opening was initially scheduled for 13 April but the subscription was suspended temporarily due to the outbreak of coronavirus and market closure.
The revised IPO subscription date was 14 June to 18 June and the IPO was oversubscribed by six times.
Express Insurance was incorporated in 2000 for carrying out all kinds of general insurance activities.
The company has 20 branches across the country. At present, its paid-up capital is Tk 65 crore.
As per the financial statement for the year that ended on 31 December 2018, the company's net asset value (NAV) was Tk 18.72 per share and earnings per share Tk 1.12.
Currently, 48 life and non-life insurance companies are listed with the Dhaka bourse.
In the last few days, general insurance companies listed with the bourses have been doing better.
The sector grew 41 per cent in July and was second on the top turnover list.
The average daily turnover of the insurance companies was Tk 39.52 crore during the time.
Eastern Insurance topped the gainers' list last month when its price rose 154 per cent, followed by Paramount Insurance, Pioneer Insurance, Dhaka Insurance, Agrani Insurance, Provati Insurance, Asia Insurance and Pragati Insurance."
www.thedailystar.net/business/news/remdesivir-can-rake-tk-700cr-1950581,Business,2020-08-25T00:00:00+06:00,2020-08-25T00:00:00+06:00,Remdesivir can rake in Tk 700cr,"Bangladesh’s pharmaceutical sector could fetch up to Tk 700 crore by the end of fiscal 2020-21 from export of Remdesivir, a broad-spectrum antiviral medication that has proven to be effective for the treatment of severe Covid-19 cases, according to industry insiders.

","Bangladesh's pharmaceutical sector could fetch up to Tk 700 crore by the end of fiscal 2020-21 from export of Remdesivir, a broad-spectrum antiviral medication that has proven to be effective for the treatment of severe Covid-19 cases, according to industry insiders.
Eskayef (SK-F), Beacon, Incepta, Beximco, Healthcare and Square are producing a generic version of the drug, which was first developed by American biopharmaceutical company Gilead Sciences.
Remdesivir, initially a failed attempt to treat those afflicted with SARS or Ebola, resurfaced as a viable treatment for coronavirus infections after experiments carried out by Gilead indicated that the condition of patients who received the drug showed notable signs of improvement.
Eskayef, a leading pharmaceutical company of Bangladesh, was the first drug manufacturer in the world to successfully produce generic Remdesivir, said Mohammad Mujahidul Islam, the company's director for marketing and sales.
Thanks to its classification as a least-developed country, Bangladesh was granted access to the patent to manufacture and export the drug.
As such, Eskayef already started shipping the product under its brand name 'Remivir', Islam said, adding that he sees good potential for export earnings as global demand is on an upward trend.
Eskayef is also in the process of exporting to regulated markets.
""This has certainly uplifted the image of our country in the global arena,"" he said, adding that Eskayef is exporting its pharmaceutical products to 45 countries across Europe, Australia, Africa and Asia.
Similarly, Beacon, another leading pharmaceutical company, exports Remdesivir under the brand name 'Pandovir'.
The company already shipped more than Tk 120 crore of the product to 21 destinations while 18 other countries, including some in Latin America, the Middle East and Africa, are currently negotiating for supply, said Monjurul Alam, Beacon's director for global business.
According to Alam, Bangladeshi companies should be able to export a combined total of at least Tk 700 crore of the product this year.
While the pandemic has had an adverse effect on other sectors, it has come as a blessing for the pharmaceutical industry as local drug makers used it to demonstrate their efficiency and quality to the international market.
It is really a benefit for the country's image to be the first to provide Remdesivir globally, Alam added.
Rabbur Reza, chief operating officer of Beximco, told The Daily Star that his company is exporting Remdesivir to 10 countries, including some in Latin America and the Middle East.
""We will export the medicine through our government and so, we are receiving requests through their governments only,"" he added.
In June, Beximco exported the drug under its brand name 'Bemsivir to Pakistan following a request from the Pakistan high commission in Dhaka.
Beximco was requested by the official authorities to provide Bemsivir for a small group of critically ill patients against a special import permit issued by the Drug Regulatory Authority of Pakistan, he said.
Bangladesh's pharmaceutical exports grew significantly in the latter part of the previous fiscal year due to the steady rise in demand for medical products amid the coronavirus-induced economic and health crisis that decimated the other major export sectors.
Pharmaceutical shipments increased 4.5 per cent year-on-year to $136 million in fiscal 2019-20 following improvements in product quality and policy support.
The industry is one of a handful of sectors that ended the last fiscal year in the black as national exports slumped 16.9 per cent."
